,Masechet,Daf,Line,Perek,Comment
2842,Shabbat,168,3,ערוגה,וליזרע מאבראי - ויקיפנה ערוגות מכל צד ואת הקרנות שבתוכה לא ימלא ומאי דוחקיה דרב לאוקמיה בערוגה שבחורבה שאין שם אלא היא:
2843,Shabbat,169,2,ערוגה,אין ראש תור בערוגה - אין תורת היתר ראש תור מערוגה לערוגה אלא משדה גדולה לתוך ערוגה או מערוגה לתוך שדה גדולה או משדה גדולה לתוך שדה גדולה אבל שתי ערוגות לא הוי היכר אלא דומה כאילו הן אחת דלא חשיבא כל חדא באפיה נפשה:
2844,Shabbat,169,5,ערוגה,שתי שורות של קישואים - ואצלן שתי שורות של דלועין ואצלן ב' שורות של פול המצרי ולא בערוגה אלא בשדה גדולה:
2845,Shabbat,170,1,ערוגה,התם - דבעי מרובעת לאחשובה שדה קאמר להתיר ראש תור כו' ולית ליה לר' יוחנן הא דאמר לעיל אין ראש תור בערוגה אי נמי אית ליה מערוגה לערוגה אבל משדה לערוגה יש ראש תור:
2846,Shabbat,170,4,המפקיד,"ומאן דמוקי לה כתנאי - דניחא ליה לאוקומי כתנאי מלמימר משבשתא היא ומלאוקמי בתרי טעמי מוקי נמי להאי כתנאי ופלוגתא היא בהמפקיד (ב""מ מא.) גבי חבית דאמר ר' יוחנן מאן דמתרגם לי חבית אליבא דחד תנא מובילנא ליה מאני לבי מסותא ומוקי רישא ר' ישמעאל וסיפא רבי עקיבא ואי הוה בעי הוה מצי לאוקמי בתרי טעמי ובחד תנא ואיכא דמוקי לה התם בחד תנא ומוקי סיפא בשהניחה במקום שאינו מקומה:"
2847,Shabbat,170,1,חמשה,"בשלמא כו' - פלוגתא דרבנן ור' יוסי בברייתא ומייתי לה בהאי פירקא לקמן דלרבנן בה' בשבת פרשו ולר' יוסי בד' ולכ""ע בשבת ניתנו עשרת הדברות וכיון דבשבת נתנו ע""כ בליל שבת טבלו ולא שחרית כדמתרץ לקמן שלא יהו הללו טובלין והללו מהלכין לקבל תורה הלכך בשלמא ר' אלעזר כרבנן דאמרי בחמשה בשבת עבוד פרישה ויש שלא פרשו אלא עם חשיכה ומדטבלו ליל שבת ולא חשו שמא תפלטנה עוד ש""מ דפולטת בג' טהורה ומקצת היום של תשמיש ככולו:"
2848,Shabbat,171,1,גופה,שפירשה מן האשה - כגון פולטת שכבת זרע שקבלה מזכר הוא דאמר ר' אלעזר בן עזריה דבתרי יומי מסרחת מפי שמתחממת בגופה:
2849,Shabbat,171,4,גופה,אשה אית לה פרוזדור - לפיכך לא שליט בה אויר בגופה ומתחממת:
2850,Shabbat,176,0,הבונה,"קושר כתרים - כגון הנך דאמרי' בפרק הבונה (שבת דף קד.) תגא דקו""ף לגבי רי""ש וכן שעטנ""ז ג""ץ שצריכין כל אות ג' זיונים כדאמרינן (במנחות דף כט:) ראש הזיי""ן נמתח לימין ולשמאל בגגו מעט וכן ראש השי""ן השמאלי וכן כל ראשי שבע אותיות הללו בכל מקום שהן:"
2851,Shabbat,177,8,בגד,את הכתם - של דם נדה שאלו הסמנין מעבירין על הכתם של דם נדה בבגד לטהרו:
2852,Shabbat,179,1,כלל גדול,אלא כשיעורו - בכל אחד שיעור המפורש לו בזרעונין חמשה זרע קישואין או דילועין או פול המצרי שנים ובשאר ובשאר דברים כגון יין או אוכלין או גני כשיעור המפורש בכלל גדול ובהמוציא:
2853,Shabbat,181,1,העור והרוטב,הא איכא מקום חלמה - מקום התפירה שיכול לקרוע ולהוציא. חלמה שולדורא כמו בהעור והרוטב (חולין קכג.) שאני עור דחלים:
2854,Shabbat,183,3,שנים,זה אינו יכול וזה אינו יכול - דאורחייהו להוציא בשנים בהא סבירא ליה לרבי יהודה כרבי מאיר דחייב ורבי שמעון פוטר דיליף מקראי כדלקמן:
2855,Shabbat,183,4,כלל גדול,בכרכר ושובטין - דהוא מיסך כדאמר בפרק כלל גדול (לעיל שבת דף עה) שובט הרי הוא בכלל מיסך:
2856,Shabbat,186,1,בגד,כמאן דכפיתי דמו - שרוכבים מעוטפין בבגדים רחבים וגם הם עצמן מעונגין מהצג על הארץ:
2857,Shabbat,189,2,אלו טרפות,טהור מלטמא גיסטרא - כלומר אם כלי שלם הוא אינו נטהר בכך אבל אם היה שבר כלי והיה ראוי להשתמש בו דמקבל טומאה משנשבר כדתנן הן וקרקרותיהן ודופנותיהן יושבין שלא מסומכין כו' באלו טרפות (חולין דף נד:) וניקב שוב כמוציא משקה אינו טמא עוד משום תורת גיסטרא:
2859,Shabbat,191,1,מחט,מטו אהדדי במחטין - כשמותחין את החוט מכין זה את זה במחט:
2860,Shabbat,192,0,המצניע,והא אמר ר' אלעזר - בהמצניע ויליף ממשא בני קהת דארון:
2861,Shabbat,193,2,מחט,"ומדקדק - לאחר שמתח החוט של ערב מכה בכרכר בב' וג' מקומות וי""מ מדקדק משוה האריגה כשיש שני חוטין כרוכין זה עם זה ומובדלים מן השאר משוה אותן בכרכר או במחט:"
2862,Shabbat,194,2,המוציא יין,מצטרפות - רשות הרבים זו עם רשות הרבים זו ודלא כר' יוסי דאמר בפרק המוציא יין (לעיל שבת פ.) אף בהעלם אחד לרשות אחד חייב לשתי רשויות פטור ועוד קא משמע לן דלא אמרינן קלוטה כמה שהונחה:
2863,Shabbat,194,3,חמשה,"ארבעה - דעל כרחיך כל מה שיכול לסדר על פני אורך העגלה הוא מסדר ואינו מגביה להושיב זו על זו שהרי י""ב קרשים היו לעגלה אחת שמ""ח קרשים היו כ' קרשים לצפון ועשרים לדרום ושש למערב ושנים למקצועות וכיון דרחבן אמה וחצי ומושב חודן קצר אם אתה מסדר זו על זו הרבה הן נופלות הלכך כמה הוא מותיב ארבע דחמשה בחמשה לא יתבי דאי אפשר לדוחקן ולצמצם להושיב ה' בתוך ה' אמות ועוד מפני בליטת הטבעות:"
2864,Shabbat,196,0,מחט,ונראין קרסין בלולאות - מילתא אחריתי היא שתי מחברות היו היריעות כל אחת ואחת ה' יריעות תפורות זו עם זו במחט על פני כל ארכן ובאמצע היה מחבר בקרסים מחברת עם מחברת שהיו לולאות בשפת חיצונה של כל מחברת באמצע המשכן אלו כנגד אלו כדכתיב מקבילות הלולאות וגו' (שמות כ״ו:כ׳):
2865,Shabbat,197,1,מחט,במחט - דאינה גבוהה:
2866,Shabbat,200,2,שק,ולא אמרן אלא - בשקצה שלהן גבוה שלש שאין רחב ד' למטה בעוד שלא הגביה ג' מקרקעיתו ואפי' יש ברחבו י' גובה לא משתרי דכיון דתחתונות לאו מחיצה נינהו הוה ליה תלויה:
2867,Shabbat,201,1,רבי יהודה,"הא איכא בקיעת דגים - גבי גזוזטרא כך נראה שיטה זו בעיני ועל מה שפירשו רבותי תמהתי [שהם פירשו] דהאי מידי איריא התם משום דהוה ליה מחיצה שהגדיים בוקעים בה רב יוסף קא מהדר ליה לאביי הכי מידי איריא הך דעמוד לדהכא התם משום דהוי מחיצה שהגדיים בוקעין בה וצריכה לגוד אחית הלכך אמרינן בה גוד אחית אבל גבי ספינה דליכא בקיעת גדיים לא אמרינן גוד אחית ותמהתי אם אמרו רבותי כן דאי אפשר לאומרו דהא בפ""ק דעירובין בתרי דוכתי (דף יד: ודף טז.) אמרינן בקיעת גדיים לעכובי גוד אחית דלא לימריה במחיצה תלויה והכא היכי אמרינן דמהני גבי גוד אחית ועוד מאי דוחקיה דרב יוסף לשנויי הכי נימא ליה הא מני רבי יוסי ברבי יהודה היא ואביי גופיה מאי מותיב ליה ואת לא תסברא הא ודאי רבי יוסי ברבי יהודה היא דהא חזינן דחכמים פוטרים גבי טרסקל אלא ע""כ האי מידי איריא מסקנא דמילתיה דאביי היא ולמימר דרבנן קאמרי לה דלא דמיא לטרסקל אלא לספינה:"
2868,Shabbat,202,0,הבונה,"דר""ג - לקמן בפרק הבונה:"
2869,Shabbat,208,1,שנים,להאי גיסא - אלימי ג' ולא ב' משום דשנים סתרי דמתוך עוביין אינן נדבקים יפה זה בזה וקטיני בשנים מיחייב:
2870,Shabbat,208,3,שנים,דידיעי - דבר הנראה הוא אבל קטיני בשנים פטור:
2871,Shabbat,209,1,בגד,כי כיסתא - הולכת ומתקפלת שאין הבגד שוה ובולט בבגד כמין כיס וצריך לקרוע הבגד למטה ומולל לפניו והתפירה מתיישבת:
2872,Shabbat,209,1,יהושע,ויקברו אותו - ביהושע כתיב:
2873,Shabbat,211,3,שנים,לא יכול אחד לנעול - אורחיה הוא לנעול בשנים והרי לכל אחד מלאכה דבלא איהו לא מתעבדא:
2874,Shabbat,211,4,המצניע,ורבי שמעון פוטר - לטעמיה דדריש קראי למיפטר זה אינו יכול וזה אינו יכול בפרק המצניע (לעיל שבת צב:):
2875,Shabbat,212,0,העור והרוטב,גמ' שמונה שרצים יש להן עורות - ופליג אדרבנן דאמרי בהעור והרוטב האנקה הכח והלטאה והחומט עורותיהן מטמאין בכעדשה כבשרן אלמא הני ארבעה לית להו עור:
2876,Shabbat,213,1,העור והרוטב,רבי יהודה היא - דלענין טומאה לא יליף מאלה הטמאים אלא ההוא דאית ליה גישתא שעורו עב ויש לו עור ממש אינו כבשר ושאינו עב הוי כבשר והלטאה משום דעורה עב משוי ליה כחולדה בהעור והרוטב הלכך לענין שבת נמי לאו עור הוא בשלש מהן אנקה וכח וחומט אבל לרבנן דהעור והרוטב שמנו הלטאה בהך שעורותיהן כבשרן אלמא דטעמייהו לאו משום עור ולאו עור אלא משום דרשה דקרא לענין טומאה הוא דפליגי משום קרא אבל לענין שבת מודו דודאי עור הן:
2877,Shabbat,217,4,חזקת הבתים,"עד דקיימי אאנפקא - שיעמדו על מדה מחזקת אנפק והיא רביעית הלוג כדאמרינן בחזקת הבתים (ב""ב נח:):"
2878,Shabbat,220,0,מי שאחזו,והא אמר ר' יוחנן - בפרק מי שאחזו במסכת גיטין:
2879,Shabbat,220,0,"יוה""כ","ונימא מדלפני טיבול שרי כו' - דאין לך שאסור למקצת השבת ומותר למקצתו דהא שמעינן לרבא בפרק י""ט במסכת ביצה דאמר גבי טבילה הואיל בכי האי גוונא דקתני התם דאין מטבילין כלים בשבת ואדם טובל ואמרינן כלים מ""ט לא אמר רבא מפני שנראה כמתקן כלי אבל אדם נראה כמיקר ואמרי' תינח בשבת דשריא רחיצה ביוה""כ דאסור רחיצה והכל יודעין דטובל הוא ומתקן עצמו מאי איכא למימר הא איכא למיגזר אטו מתקן עור צבי ואמר רבא ליכא מידי דאיסור שבת דבשבת לישתרי וביוה""כ ליתסר והואיל ובשבת לא הוה למיסריה ביוה""כ נמי לא גזור עליה:"
2880,Shabbat,221,2,כלל גדול,כך הוא חייב על היתרן - כדילפי' בכלל גדול (לעיל שבת דף עד:) מציידי החלזון שנצרכין לפרקים להתיר קשרי רשתות הקיימות כדי לקצרן או להרחיבן:
2881,Shabbat,223,2,הכל שוחטין,חמורו דר' פנחס - מפורש בהכל שוחטין (חולין דף ז.) ודרבי חנינא במסכת תענית (ד' כד.):
2882,Shabbat,224,3,"יוה""כ","קריבין ביוה""כ - שחל להיות במוצאי שבת:"
2883,Shabbat,224,2,בגד,ישלשל בבגדיו - כלפי מטה שיראו ארוכים והוא מדת עשירים היושבים בביתם ואינם צריכים לסלק בגדיהם מן הארץ בשביל מלאכה וכבוד שבת הוא:
2884,Shabbat,226,3,בגד,משני צדדין - שהיה בו הרבה עד שנבלע בבגד ונראה לצד שני:
2885,Shabbat,226,0,בגד,מרדעת מצד אחד או מב' צדדין - לר' ישמעאל דאמר בבגד מצד אחד מרדעת מאי אמר בה:
2886,Shabbat,226,0,אלו מציאות,"שמחזירים לו אבדה בטביעת עין - כיון שאמר אני מכירה אע""פ שאינו נותן בה סימן כדאמר באלו מציאות (ב""מ כג:):"
2887,Shabbat,226,0,יום טוב,נדרים ונדבות - פלוגתא היא במסכת ביצה (דף יט.) ור' ישמעאל סבירא ליה כמאן דאמר קריבין הלכך כיון דנדרים ונדבות שיכול להמתין ולשחטן בחול ולהקריבן נשחטים ונקרבין ביום טוב קל וחומר בחלבי שבת שנשחטו כדרכן בזמנן וניתותרו הלכך לא איצטריך קרא עולת שבת בשבתו אלא ליום הכפורים:
2888,Shabbat,227,4,"יוה""כ","רבי עקיבא היא - דחשיב ליה יוה""כ כשבת הלכך לא בעי למתקע להבדיל בין זה לזה להיכרא דלא תקעינן אלא בין יום קל ליום חמור וכי היכי דבשבת לא תקעי להבדיל כהנים מלהקריב חלבי שבת ביוה""כ ביוה""כ נמי לא תקעינן להבדילן מלהקריב חלבי יוה""כ בשבת:"
2889,Shabbat,227,0,"יוה""כ","ורב ששת בריה דרב אידי אמר לעולם דוחין שבות להתיר - אי הוה מיבעי' לן היתרא האידנא אבל השתא דלא מיבעי לן קניבת ירק ביוה""כ שחל להיות בע""ש שהרי בשבת לא יבשלום ולא תהא תקיעה זו אלא להודיענו היתר בשנה אחרת שיחול יה""כ באמצע שבת לא התירו:"
2890,Shabbat,228,3,הר הבית,"גב מעלה בהר הבית - שבהר הבית היו מעלות כשהוא הולך וגבוה כדתנן במסכת מדות (פ""ב מ""ג):"
2891,Shabbat,228,5,הר הבית,טיט בהר הבית מנין - וכי בטיט היו בונין והלא בטרכסיד היו בונים חול וסיד מעורבין וטיט לא הוי אלא עפר ומים:
2893,Shabbat,231,6,במה טומנין,בתרתי פליגי - גבי פסח פליגי בטלטולו דאסר רבי ישמעאל לטלטל [הפסח] אחר שהוציא אימוריו אפי' מחמה לצל משום עור דלאו בר טלטול הוא ולא דמי לשלחין דאמרן בבמה טומנין (לעיל שבת מט.) שמטלטלין אותן דהתם עור בהמה גסה דחזי למישטחיה ולמיזגא עליה:
2894,Shabbat,235,0,ערבי פסחים,הרי זה מחרף ומגדף - שנביאים הראשונים תיקנו לומר בפרקים לשבח והודיה כדאמרינן בערבי פסחים (דף קיז.) וזה הקוראה תמיד בלא עתה אינו אלא כמזמר שיר ומתלוצץ:
2895,Shabbat,235,0,שנים,"ממחלקי - לעניים צדקה דאמרינן בבבא בתרא פ""ק (דף ח:) צדקה נגבית בשנים ומתחלקת בשלשה והמחלקים אותה עליהם לבדוק לפי הצריך לכל אחד ואחד ופעמים שקרובין דעתם לרחם על זה ולחלוק יותר מן הצורך שאומדין אותו בהרווחה ואומדין את חברו בצמצום:"
2896,Shabbat,236,0,בגד,מתעטף - בבגדים נאים:
2897,Shabbat,236,1,"יוה""כ","וכבדתו - אשבת מהדר דאי ביוה""כ כתיב ביה מכובד:"
2898,Shabbat,239,1,כל הכלים,מי אמר - דילמא הא דקתני במתני' ועושין מחיצה בכל הכלים לאו בחדשים המתבקעים קאמר:
2899,Shabbat,240,1,"יוה""כ","הזב והזבה והמצורע ובועל נדה וטמא מת טובלין ביום - משהאיר המזרח ביום השביעי שלהם וטעמא בפ""ב דמגילה (דף כ.) מקרא דביום השביעי מקצת שביעי ספירה ואם חל שביעי שלהם ביוה""כ טובלין כדרכן לאכול תרומה לערב:"
2901,Shabbat,244,0,נוטל,"ושוין - ב""ש וב""ה שנחלקו בנוטלין את העלי לקצב עליו בשר ביו""ט:"
2902,Shabbat,245,0,חבית,אפיקטויזין - להקיא שותה משקים ומקיא ולא לרפואה אלא להריק את מעיו שיוכל לאכול ולשתות [היום] הרבה כדאמרינן בפרק חבית ואף על גב דלא גזור בה משום שחיקת סממנין דהא לאו לרפואה היא אסור משום דמתקן גברא:
2903,Shabbat,246,0,חבית,"א""ל רבא כו' אלא אמר כו' - ולרבא דמוקי אליבא דרבי נחמיה דלצורך גופו ולצורך מקומו מותר ע""כ האי לצורך גופו כגון שזה התשמיש מיוחד לו דתניא לקמן בפרק חבית (שבת שבת דף קמו.) רבי נחמיה אומר אפילו תרווד ואפילו טלית אין ניטלין אלא לצורך תשמישן וצורך מקומו נמי לרבא כצורך גופו ותשמישו דמי ולרבה צורך גופו הוא דשרי רבי נחמיה ודוקא לתשמיש המיוחד לו ובין לרבה ובין לרבא דוקא דבר שמלאכתו להיתר אבל דבר שמלאכתו לאיסור אפילו לצורך גופו לא שרי רבי נחמיה דהאי צורך גופו לאו תשמיש המיוחד לו הוא דהא מיוחד למלאכת איסור:"
2904,Shabbat,246,1,יום טוב,"והא בקעת ביו""ט מלאכתה להיתר היא - דלהסקה חזי וקיימא וקאסר לטלטלה לצורך גופו למלאכה אחרת וכל שכן לצורך מקומה: ומשני התם טעמא כיון דבשבת אסור דהא בקעת בשבת מלאכתה לאיסור היא ביום טוב נמי אסור גזירה יו""ט אטו שבת:"
2905,Shabbat,246,0,יום טוב,משילין פירות דרך ארובה ביום טוב - בהדיא תנן אבל לא בשבת פירות השטוחים על הגג לייבשן וראה גשמים ממשמשים ובאין משילן לארץ דרך ארובת הגג דלא טריחא מילתא דנופלין מאליהן אלמא דלא גזרינן ופרכינן ומי לא גזרינן והתנן אין בין כו':
2906,Shabbat,248,0,סוכה,שירי פרוזמיות - טליתות כדאמר בסוכה (דף יא.): רמא תכילתא בפירזמא דאינשי ביתיה:
2907,Shabbat,248,0,תנור,"מעומד - בתנור אופין מעומד שהפת דבוקה בדופני התנור ועומדת ואינה מוטלת בשכיבה ע""ג שוליו כרעפים שהן שוכבות על רחבן:"
2908,Shabbat,251,0,כל שעה,"מפנין תרומה טהורה - כלומר ומהו מפנין דבר הראוי כגון אלו תרומה טהורה דחזי לבהמת כהן אבל תרומה טמאה לא דאפילו לבהמת כהן לא חזיא בשבת דאע""ג דבחול חזיא כדתניא בכל שעה בפסחים (דף לב.) שאם רצה כהן מריצה לפני הכלב בשבת וביום טוב לא חזיא דזו היא ביעורה מן העולם או להיסק או לבהמה ואין מבערין תרומה טמאה וקדשים טמאין ביום טוב כדתנן (לעיל שבת דף כג.) ואין מדליקין בשמן שריפה ביום טוב ואוקימנא טעמא משום דאין שורפין קדשים ביום טוב:"
2909,Shabbat,255,1,אלו מציאות,"צער בעלי חיים דאורייתא - שנאמר עזוב תעזוב עמו ואיכא מאן דדריש טעמא דקרא משום צער בעלי חיים באלו מציאות (ב""מ דף לב:):"
2910,Shabbat,255,0,המצניע,"דמקפיא נפשה - מגבהת עצמה מן הארץ ונמצא זה מטלטל אבל אווזים כשאוחזין בגפיהן הן מהלכין ברגליהן ומיהו ברה""ר לא משום שמא יגביה מן הארץ ונמצא נושאן דסתמא כרבנן דפליגי עליה דרבי נתן בהמצניע (לעיל שבת דף צד.) גבי המוציא חיה ועוף בין חיין בין שחוטין חייב והאשה מדדה את בנה אפילו ברה""ר דאי נמי מגביה ליה חי נושא את עצמו דהכי מוקמינן התם דבאדם מודו רבנן לרבי נתן:"
2911,Shabbat,255,2,יום טוב,אין מילדין את הבהמה ביום טוב - דאיכא טרחא יתירה:
2912,Shabbat,255,4,יום טוב,ומיילדין אשה בשבת - ואין צריך לומר שמסעדין וכל שכן ביום טוב:
2913,Shabbat,257,1,כל הכלים,"מלפפין - אנמליו""ן בלע""ז ולאו היינו אסובי ינוקא דאמרן לעיל בפרק כל הכלים (שבת דף קכג.) דהא שמעינן ליה לרב נחמן דאסר אלא לפופי בעלמא כמו שעושין בחגורות ופסיקיאות:"
2915,Shabbat,259,2,הזהב,"שמותי הוא - ברכוהו כדאמרינן בהזהב (ב""מ דף נט:) ובתלמוד ירושלמי מפ' שמותי הוא מתלמידי שמאי היה:"
2916,Shabbat,260,0,שתי הלחם,שכן מצא קצור - שלא לשם עומר מצוה לקצור לשמה דכתיב וקצרתם והבאתם הלכך קצירה גופיה מצוה היא תאמר בשתי הלחם שלא נאמר בהן קצירה:
2918,Shabbat,262,1,כהן גדול,יהא זר ואונן כשר בהן - אונן עד שלא נקבר מתו פסול לעבודה דכתיב (שם כא) בכהן גדול לאביו ולאמו לא יטמא ומן המקדש לא יצא ולא יחלל והכי משמע אף ביום שמתו אביו ואמו אינו צריך לצאת מן המקדש אלא מקריב אונן ולא יחלל ועבודתו לא תהא מחוללת בכך הא אחר שלא יצא חילל:
2919,Shabbat,266,1,יום טוב,מאי שנא מלישה - שלשין פת ביום טוב והאי נמי ללישה דמיא:
2920,Shabbat,267,1,אנדרוגינוס,ר' יהודה מתיר באנדרוגינוס - דאיתרבי מקראי כדמפרש בגמ' לקמן:
2921,Shabbat,272,2,אנדרוגינוס,ובאנדרוגינוס - שמע מינה דרבי יהודה כאשה משוי ליה:
2922,Shabbat,276,0,שק,"סגיך - הם גסי הרוח שמגדלין עצמן לשון ישגה מאד (איוב ח׳:ז׳) ואח""כ ואסירה כל בדיליך אלו אותם המבדילים שונאי ישראל מן הקב""ה בשקריהם ובפחזותם:"
2924,Shabbat,277,1,ביצה,"מה שאין כן בביצה - דאין ר""ה שוה לימים טובים של גליות דאילו ר""ה חמיר יו""ט שני דיליה ונולדה בזה אסורה בזה:"
2925,Shabbat,277,0,יום טוב,"מערים אדם על המשמרת ביו""ט - לרבנן דאמרי אין תולין את המשמרת ביום טוב ואוקימנא דטעמא לאו משום אהל אלא משום עובדא דחול מערים ותולה אותה לצורך רמונים דלאו עובדין דחול נינהו ומסנן בה שמרים הואיל ונתלית דהא אמרינן נותנין לתלויה ביו""ט:"
2926,Shabbat,277,1,חבית,ומנח בברזא דדנא - מקום שיש בו נקב בחבית והיין יוצא נותנו שם בשבת לסתום והוי כמתקן ומערים לכתחילה:
2927,Shabbat,281,0,המצניע,"מלאכה שאינה צריכה לגופה - ומוציא מת לקוברו מלאכה שא""צ לגופה היא כדאמר בהמצניע וכיס שהיה תלוי בצוארו לשחק בו אגב מרריה מבטל ליה לגבי תינוק שמת ולא חשיב ליה ההיא שעתא:"
2928,Shabbat,282,3,פירות,בפירות המיטנפין - בפירות מבושלין ורכין מאד כגון תאנים ותותים וענבים שאם ישליכם לארץ יטנפו:
2929,Shabbat,282,0,סאה,"וחכ""א אין המדומע מדמע - חולין אחרים אלא לפי חשבון התרומה שבמדומע כגון אם תחילתו נדמע ס' של חולין ע""י סאה תרומה וחזרה סאה ממנו ונפלה לתוך אחרים לא חשבינן תרומה אלא ס' שבסאה זו ומדמע עד צ""ט שכנגדו ואם יש חולין יותר מק' כנגדו עולה:"
2931,Shabbat,283,0,חבית,"מאן תנא - דמתניתין דקתני מגביה ומטה על צדה דאית ליה דכי טרח מטרח בחבית דהוי היתרא ולא יטול האבן ממש דהוי איסורא ואע""ג דהשתא נמי אבן מטלטל בהדי חבית:"
2932,Shabbat,283,0,יום טוב,טווי לי בר אווזא - ביום טוב:
2933,Shabbat,283,1,יום טוב,"ושדי מיעיה לשונרא - אלמא מטלטל להו משום שונרא ואע""ג דהאידנא לא חזי לאדם דלאו אורח ארעא למיכלא ביום טוב ומיהו מאתמול לאדם הוו קיימי:"
2934,Shabbat,285,0,כל כתבי,מתני' חבית מצילין הימנה מזון ג' סעודות - ואפילו בכלים הרבה דאילו בחד מנא אמרי' בכל כתבי הקדש (לעיל שבת דף קכ.) דכמה דבעי מציל:
2935,Shabbat,285,6,ביצה,ואם למשקין - מכונסין אסורין דניחא ליה במאי דנפקא מינייהו ונתקיימה מחשבתו ואיכא למיגזר שמא יסחוט והכי אמרי' בביצה דטעמא דמשקין שזבו משום שמא יסחוט הוא:
2936,Shabbat,285,0,זיתים,"מודה ר' יהודה בזיתים - דאע""ג דהכניסן לאוכלין היוצא מהן אסור דכיון דרובן לסחיטה קיימי כי אתו לידי משקה יהיב דעתיה למיהוי ניחא ליה בהכי:"
2937,Shabbat,285,1,זיתים,אפי' בזיתים וענבים - הואיל והני לאוכלין נכנסו:
2938,Shabbat,285,1,דם הנדה,שדם מגפתה - של אשה אם נגף רגלה או ידה וכל חבורה שיצא ממנה דם כדאמר בפרק דם הנדה (נדה דף כה:) דם חללים דהיינו דם הרוג קרוי משקה שנאמר ודם חללים ישתה ודם מגפתו מפרש התם דדם חללים הוי דמה לי קטליה כוליה מה לי קטליה פלגא וחלב כדם מגפתו דדם נעכר. ונעשה חלב ודם מגפתה סתמיה שלא לרצון הוא וטמא:
2939,Shabbat,288,0,משקה," טמא מת שסחט זיתים וענבים כביצה מכוונת טהור - משנה היא במסכת טהרות ומפרש בה בהדיא ובלבד שלא יגע במשקה שאינו נוגע אלא באוכל וכיון דכביצה מכוונת הוא לכי סחיט טיפה קמייתא חסר ליה מכביצה ואין האוכל אע""פ שהוא טמא מטמא המשקה שאין אוכל מטמא אחרים בפחות מכביצה אבל אם היה נוגע במשקה איטמי ליה משקה מטיפה ראשונה שהמשקה מקבל טומאה בכל שהוא וה""נ תני בה בהדיא יותר מכביצה טמא שכיון שיצאה טיפה ראשונה נטמאה בכביצה וטמא מת דווקא נקט שאינו מטמא בהיסט וה""ה לטמא שרץ וכל טמאי מגע וטמא מת לרבותא נקט דהוי אב הטומאה משום דקתני סיפא אבל זב שסוחט זיתים וענבים אפי' גרגיר יחידי טמא שכיון שיצאה טיפה ראשונה נטמא המשקה במשא הזב:"
2940,Shabbat,288,1,זיתים,"המפצע בזיתים - בלציי""ר כדי שיהיו רכין:"
2941,Shabbat,288,0,משקה,"הני תנאי - דמפצע ודאי במשקה העומד לאיבוד פליגי כדאמרי' אבל תנאי דמחליק לאו בעומד לאיבוד פליגי דלאו לאיבוד אזל שהרי לצחצח האוכל נתנו והרי מצחצחו אלא במשקה העומד לצחצחו לאוכל קא מיפלגי דא""נ משקה הבא לאוכל משקה הוא ה""מ היכא דקא שריף ליה א""נ שטר ביה ריפתא דתורת משקה עביד אבל לצחצחו פליגי:"
2942,Shabbat,293,0,חלון,ומניחה בחלון - הסמוכה לכותל המרחץ:
2943,Shabbat,298,1,האשה,ללמדו אומנות - דהא נמי מצוה היא דכל שאינו מלמדו אומנות מלמדו לסטות ומצוה ילפינן מקרא בקדושין בהאשה ניקנית (ד' ל:):
2944,Shabbat,299,0,פירות,צלף - אילן גדול הוא ובעל ענפים הרבה ושלשה מיני אוכל יש בפירותיו אביונות קפריסין ולולבין:
2945,Shabbat,304,3,יהודה,לאחר מטתך - היא היא אלא שבגליל היו הספדנין לפני המטה וביהודה לאחר המטה:
2946,Shabbat,305,1,כלל גדול,אליבא דר' יוסי - דאמר בפרק כלל גדול (לעיל שבת דף ע.) הבערה ללאו יצאת:
2947,Shabbat,307,3,אלו מציאות,"קסבר - ר""ג צער בעלי חיים דרבנן ופלוגתא היא באלו מציאות (ב""מ לב:):"
2948,Shabbat,308,2,אוכלין,"אי אמרת בשלמא - שמע רבי יהודה לת""ק דאמר מיטרח באוכלין אסור ואין מרסקין ברכיכי קאמר אבל שוויי אוכלא שרי היינו דקאמר ליה רבי יהודה חרובין לדקה לית לן למיסר דשווי אוכלא הוא ואע""ג דרכיכי אלא אי אמרת קסבר ת""ק מיטרח באוכלא שרי שווי אוכלא אסור ואין מרסקין דקאמר בדאקושי קאמר דשויי אוכלא הוי:"
2949,Shabbat,309,1,בהמה המקשה,כמה תשהה במעיו - דהכלב שאכל בשר מת ומת הכלב בבית תוך ג' ימים מטמא באהל אבל בחייו לא מטמא דטומאה בלועה בבעלי חיים לא מיטמא כדאמר בבהמה המקשה (חולין דף עא:):
2950,Shabbat,309,0,תנור,קלי - קמח של תבואה שנתייבשה כשהן קליות בתנור ואותו קמח לעולם מתוק והוא קמחא דאבשונא ועושין ממנו שתיתא משמן ומים ומלח שמערבין בו:
2951,Shabbat,313,2,ארובה,"בגמי לידע - אם תכנס בסדק הגיגית ובמסכת אהלות (פ""י) שנינו (דאין) חילוק בארובה שבתוך הבית וטומאה מקצתה כנגד ארובה ומקצתה בתוך הבית בין יש בארובה פותח טפח לאין בארובה פותח טפח ואני לא יכולתי להבין בו ולהכי נקט גמי שראוי למאכל בהמה ולא מיבטל ליה להיות קשר של קיימא דמנתק כשיבש:"
2954,Eruvin,4,0,סוכה,אי סבירא ליה הא דרבה - דטעמייהו דרבנן בסוכה נמי משום היכר:
