,Masechet,Daf,Loc,Text
363,Yevamot,99b,"2,3","לשון אחר ועיקר ואין נותנים להם קדשים - בבכור וחרמים קאמר. ואין מוציאין את שלהם מידם דאמר אנא כהן וגבי חרמים נמי תנן (ערכין דף כח.) הכהנים אין מחרימין שהחרמים שלהן. והדר אורי מאי קעביד בבכור שלו ירעה עד שיסתאב ולא יקריבנו תם דא""כ לא יאכל את בשרו שהמקריב יעכבנו. וללשון ראשון קשה לי דאמרינן בהגוזל (ב""ק דף קי.) דהיכא דלא מצי עביד עבודה שליח נמי לא מצי משוי:"
364,Yevamot,102b,"4,0","התפור בפשתן - שתפור בתוכו בגד פשתן כעין שתופרין בתוכו לבדין פלטרא""ש. ל""א התפור בפשתן שתפרו במשיחה כעין שלנו:"
365,Yevamot,103b,"4,0","פרט לסנדל המסוליים - הנפחת שאין לו עקב שול""א. לישנא אחרינא על שם מקומו נקרא מסוליים לשון מור""י:"
366,Yevamot,106a,"4,3",לישנא אחרינא בתי עמודי - עמודי על רגליך דכתיב (דברים י״ט:י״ז) ועמדו שני האנשים בעמידה:
367,Yevamot,109b,"1,2",שלציון - שם מקום שמניחין הלוה ותופסין הערב לישנא אחרינא שלציון קוראין שם הערבון על שם נוטריקון שלוף דוץ שולף עצמו מן הלוה ותוקע עצמו על הערב:
368,Yevamot,110b,"11,0","ומקוו אקוותא - מקהילים תלמידים סביבם שהיו באים לשמוע דבריהם. ל""א דמקהו אקהתא משיבין קושיות זל""ז:"
369,Yevamot,117a,"16,1","בדברי תורה כתיב - לפי פנים ולב שאתה נותן לתורה לבך עומד לך להעמיד גירסא אם יגעת בה תמצא אם לא יגעת לא תמצא:<br> ל""א אם רבו מסביר לו פנים הוא מחכים ואם לאו אינו מחכים מרבו:"
370,Bava Batra,12a,"9,2",לישנא אחרינא איפכא גרסינן ואי בעית אימא יומא דכרבא ודקשי' לך יומא דזרעא לא הוי באתרא דכריב ותני בשעת הזרע אחת קודם לזריעה ואחת לאחר הזריעה לכסות הזרעי' ואי בעית אימא יומא זרעא ודקאמר' תרי יומי כרבא לא הוי בהדורי עסקינן שיש טורח גדול בשעת הניר ויומא זרעא הוי תרי יומי כרבא ולשון זה הגון:
371,Bava Batra,13b,"6,0","פילכא ונוולא - לטוות ולארוג ל""א ביסתרקי תכשיטי ספסלים שקורין טפי""ד:"
372,Bava Kamma,2b,"11,1",כתיב כי יגח - דודאי נתכוון השור להרע ובא עליו בכח אבל נגיפה הוי משמע שמצאו עומד ודחפו בקרניו לישנא אחרינא אית ליה מזלא ואינו נוח להמיתו בנגיפה דהיא דחיפת קרן מעט אלא בנגיחה בכח ובכוונה ובתחיבת קרן בגוף:
373,Bava Kamma,3a,"0,0",הגלל - היינו שן שפעמים מגולה ופעמים מכוסה וכתיב ביה יבער לישנא אחרינא גלל זה רעי שהשן מבערת למאכל ונעשית גלל כמו גללי אדם וגללי בהמה:
374,Bava Kamma,3a,"19,0",וזה אב לנזקין - דאם נפל שור בבור תשעה ומת פטור בעל הבור ואם הוזק חייב ואב הוא דהא מדיוקא דקרא נפקא מדכתיב והמת יהיה לו דמשמע בור עשרה דבר מקטיל הוא חייב במיתת השור הא בציר מהכי במיתה לא חייב הא בניזקין מתחייב לישנא אחרינא סוף סוף זה אב למיתה וזה אב לנזקין דכי היכי דנפיק לן מקרא בור עשרה למיתה נפקא לן בור ט' לנזקין דכתיב ונפל שמה שור או חמור משמע בין מת ובין הוזק בעל הבור ישלם ומיהו אם מת השור אמור רבנן בבור תשעה פטור דלא מחמת הבור מת דאין בו כדי להמית אבל הוזק חייב דבור תשעה בר נזקין הוא:
375,Bava Kamma,5a,"16,0",תחת נתינה כו' - דבכולהו כתיב או תחת וגמרינן תחת תחת משור מועד דכתיב ביה שור תחת השור מה התם ממיטב דגמר משן ורגל דכתיב ביה מיטב שדהו אף כאן מיטב שאם בא לשלם קרקע לניזק בשביל הזיקו מגביהו מן העידית או נתינה וגמר נתינה נתינה משור שנגח את העבד דכתיב ביה יתן לאדוניו או ישלם וגמר משן ורגל דכתיב בהן מיטב כרמו ישלם או כסף וגמרי מבור דכתיב ביה כסף ישיב לבעליו וארבע אבות גמירי כולהו משן ורגל בשומר חנם כתיב אשר ירשיעון אלהים ישלם בשואל כתיב בעליו אין עמו שלם ישלם בנושא שכר כתיב אם גנוב יגנב מעמו ישלם שוכר אינו כתוב בתורה אבל דינו כנושא שכר בנזק דחובל בחבירו כתיב נתינה כן ינתן בו והיינו ממון הניתן מיד ליד כדדרשינן בהחובל (לקמן בבא קמא דף פד.) בצער כתיב פצע תחת פצע ודרשינן ליה לקמן בהחובל (בבא קמא דף פה.) פצע תחת פצע ליתן צער במקום נזק בריפוי ושבת כתיב נתינה שבתו יתן ורפא ובשבת כתיב תחת גבי אונס ומפתה דכתיב תחת אשר עינה ודרשינן בכתובות בפרק אלו נערות (כתובות דף מ:) חמשים כסף תחת העינוי מכלל דאיכא בושת ופגם לישנא אחרינא הואיל וכתיב בחובל בחבירו תחת דכתיב תחת פצע כולהו חמשה דברים דידיה מהתם גמרינן בתשלומי כפל כתיב ישלם שנים ובתשלומי ארבעה וחמשה כתיב חמשה בקר ישלם תחת וגו' וקרן דגנב בכלל כפל הוא ובגזל כתיב נתינה ונתן לאשר אשם לו (במדבר ה׳:ז׳) בעדים זוממין כתיב בהו נפש בנפש (דברים י״ט:כ״א) וכמאן דכתיב תחת דמי באונס ומפתה ומוציא שם רע כתיב כסף ונתן לאבי הנערה חמשים כסף (שם כב) היינו אונס מפתה כסף ישקול כמוהר הבתולות (שמות כ״ב:ט״ז) במוציא שם רע וענשו אותו מאה כסף (דברים כ״ב:י״ט) מטמא ומדמע ומנסך בכלל נזק הן ובנזק כתיב ביה תחת:
376,Bava Kamma,6b,"24,0","שור רעהו אמר רחמנא ולא שור דהקדש - דאם נגח שור של הקדש פטור והוא הדין לכל שאר נזקין שאם מזיק את ההקדש פטור לישנא אחרינא להכי נקט שור הקדש ולא מוקי לה באכילת בהמתו שדה הקדש משום דלא משכחת לה דאי שדה חרם לכהנים הוי וכשדה הדיוט דמי וליכא למימר ק""ו להקדש ושדה הקדש נמי דהוי לצורך בדק הבית או המקדיש פודהו לאלתר או מוכרין אותו לאלתר לאחר וכשיוצא ביובל לכהנים הוי דכתיב (ויקרא כ״ז:כ״א) והיה השדה בצאתו ביובל וגו' דלכהנים הוי ואי קודם פדייה אין מעילה בקרקעות דכל המחובר לקרקע כקרקע דמי:"
377,Bava Kamma,8a,"7,0","אידי ואידי [כגון] שהיתה בינונית שלו כבינונית דעלמא - ולא היתה לו עידית מתחילה ובהא פליגי דתנא דמתניתא קמייתא סבר בשל עולם הן שמין ואמטו להכי שקיל ב""ח בבינונית כדיניה ואידך סבר בשלו הן שמין. ל""א גרסינן אידי ואידי כגון שהיתה בינונית שלו כעידית דעלמא ומפרשינן ליה הכי אידי ואידי כשהיתה לו עידית ומכרה ובהא פליגי דתנא דמתניתא קמייתא סבר בשלו הן שמין וכיון דלדידיה הואי בינונית אע""ג דלעלמא עידית מיניה משלם ותנא דברייתא סבר בשל עולם הן שמין ותפוס לשון ראשון:"
378,Bava Kamma,9a,"16,2","אי כלקוחות דמו - ואין לו עליו כלום הלכך רביע מאותו חלק המגיעו יפרע דה""ל ספק ממון וכל ממון המוטל בספק חולקים ואין נוטל עמו אלא רביע והלה יכול לסלקו או בקרקע או במעות. ל""א ורביע במעות ממש לבד רביע בקרקע והיינו הרי הן כקרקע מספקא ליה אי כיורשין דמו וחייב להחזיר לו מחצית חלקו קרקע ולא יכול לסלקו במעות או כלקוחות דמו ומיהו כלוקח באחריות דמי וחייב להחזיר לו מחצית מה שאיבד אבל במעות יכול לסלקו הלכך יחזיר רביע בקרקע כיורשים ורביע במעות כמוכר באחריות ולשון ראשון שמעתי:"
379,Bava Kamma,9b,"4,1",הכשרתי את נזקו - כלומר אם הזיק הכשרתי וזימנתי אותו היזק שלא שמרתיו יפה כך מצאתי לישנא אחרינא הכשרתי את נזקו עלי להכשיר ולתקן את נזקו כלומר אני חייב לשלם. מפי מורי:
380,Bava Kamma,9b,"15,2","צבתא - אחיזתו וכחו מלשון צבתא שקורין טניילא""ש: ל""א גרס' צוותא יחודו של חרש שנתייחד עם השלהבת ונטלה ולשון צוותא שולא""ש כדאמרינן ליהוי צוותא לחברו (ב""ב דף כא.):"
381,Bava Kamma,10b,"6,1",סמך בהו - נסמך עליהם ולא יכלו לעמוד לישנא אחרינא דזגא מזגא גרסינן כדאמרינן בעלמא חזי למיזגא עליה (שבת דף מח.):
382,Bava Kamma,13b,"0,0","אבל הכא מי מצי א""ל - על הבשר נמצא הנזק יותר מן האימורין הלכך שוה חצי האימורין יפסיד: לשון אחר לא צריכא לגבות מבשרן כנגד אימוריהן - דודאי גובה מבשרן כנגד אימוריהן דהאי גובה מבשרן דקאמר רבי אבא אפי' חלק האימורין קאמר וקא פריך אי אליבא דרבנן אמאי הא אמרינן כו' אי אליבא דר' נתן פשיטא ולא שמעתיה וראשון עיקר דמסתברא דהאי דאותביה קא משני ליה דהא גמרא מסיפא דמילתיה דקאמר אינו גובה מאימוריהן פריך פשיטא אימורין לגבוה סלקי ועלה בעי לשנויי מה אינו גובה מאימוריהן דקאמר אינו גובה מבשרן כנגד אימוריהן:"
383,Bava Kamma,16a,"20,0","לא קשיא כו' - דברדלס דמתניתין הוא צבוע זכר ועליו קאמר רב יוסף צבוע זו אפא ור""מ מוסיף אף צבוע נקבה דלא שמיה אפא ודרב יוסף לאו אדר""מ איתמר אלא בעלמא איתמר כדתניא צבוע זכר נעשה כו' אלמא צבוע זכר משתנה לכמה מינין הלכך קרי לה ברדלס ונפרזא ואפא כך מצאתי: לישנא אחרינא ועיקר הוא מתני' בצבוע נקבה - ור""מ מוסיף צבוע זכר ותרוייהו מיקרו אפא דתניא צבוע זכר וכו' ומשום דמשתנה לבריה אחרת אצטריך לאוסופי בהדיא מפי מורי ולא שמעתי:
"
384,Bava Kamma,18b,"1,0","אלא - אי בעית לאוקמא בצרורות כי אורחייהו ולמפשט בעיא דרבא דמגופו משלם לא תוקמא בצרורות דחד זימנא וכי אורחיה דאם כן דר' אלעזר לא משכחת לה אלא בדשני בצרורות ואייעד שלשה זימני בהכי דהדר הוה ליה כאורחיה ואמרי רבנן חצי נזק כשאר צרורות דמועדין מתחילתן ואפ""ה חצי נזק ותו לא האי נמי דשני ואייעד לא חמור ממועד מתחילתו ואין העדאה לצרורות ששינה בהן ומדקתני מגופו אלמא צרורות כי אורחיה נמי מגופו ורבי אלעזר סבר דצרורות כי אורחייהו כרבנן דפליגי אסומכוס ושני ואייעד נפקא מתולדה דרגל ונעשה תולדה דקרן ויש להן העדאה לשלם נ""ש החצי מגופו דצד תמות במקומה עומדת וחצי מן העלייה. לישנא אחרינא אלא בדאייעד בצרורות כי אורחייהו תלתא זימני ובהא פליגי רבי אלעזר סבר יש העדאה לצרורות כשאר חצי נזקין שבאין על ידי העדאה לכלל נ""ש האי נמי שתחילתו ח""נ כי אייעד תלתא זימני משלם נזק שלם ומגופו אצד תמות כך שמעתי ועיקר אבל קשה לי כיון דמעיקרא הוי אורחיה ואפי' הכי ח""נ משלם מה לי חד זימנא מה לי מאה זימני:"
385,Bava Kamma,19a,"14,2","או דלמא השתא מיהא מחמת ביעוט הוא - וא""ת יש שנוי לצרורות לרביע נזק הא רביע נזק משלמת: לישנא אחרינא אורחיה הוא וצרורות נינהו ותולדה דרגל אפילו אייעד בביעוט והתיזה הא לא משלם אלא חצי נזק דהא בלאו הכי הואי מנתזה או דלמא מחמת ביעוט אתי ואם הועדה בכך משלמת נזק שלם דכיון דמשונה הוא הוי תולדה דקרן מפי המור""ה אבל הראשון עיקר:"
386,Bava Kamma,19b,"16,0",ופלסיה - לעסו לישנא אחרינא פלסיה סדקו ולא שמעתי:
387,Bava Kamma,20a,"16,0","בתחומא - לא היית קרוב אצלנו שתוכל לבא. ל""א בתחומא בבית המדרש. ראשון שמעתי: "
388,Bava Kamma,21a,"6,0",שנאמר ושאיה יוכת שער - שד ששמו שאיה מכתת שער בית שאין בני אדם דרין בו והלכך זה שעמד בו ההנהו. לישנא אחרינא בית שהוא שאוי ויחיד מאין אדם יוכת שער מזיקין מכתתין אותו:
389,Bava Kamma,21a,"8,1","קרמנאי - שם אומה. ל""א קדמונאי קדמונים היו יושבין בו ומעלים שכר ליתומים והוה ליה קיימא לאגרא:"
390,Bava Kamma,21b,"10,4",בכותל צר - שמעקה הגג צר ודחוק וכי הניחם בראש הגג הוה ליה לאסוקי אדעתיה דקפצי אמעקה כדרכן (ומן המעקה שהוא צר נפלי) לישנא אחרינא צר משופע:
391,Bava Kamma,22a,"6,1",משלם חצי נזק - דצרורות הן והכלב עשאן. לישנא אחרינא דמשונה הוא:
392,Bava Kamma,23a,"1,0",היכי משכחת לה - אילו אדם זורק חץ והזיק בטמון לא מיחייב בנזק הא קיימא לן בהאי פירקין (דף כו:) פצע תחת פצע לחייב את השוגג כמזיד ואונס כרצון. לישנא אחרינא האי חץ לעולם בטמון הוא נכנס ומזיק. ולא שמעתי:
393,Bava Kamma,23b,"4,2",דפסעי פסועי - כשנתגלגלה על הפירות תחבתן בטיט ואי אפשר ללקטן. לישנא אחרינא דפסאי פסואי כמו פסו אמונים (תהילים י״ב:ב׳) כלומר ששפכה משקה בגלגולה דכליא ופסיא קרנא:
394,Bava Kamma,26b,"6,1",לענין גלות - חייב דכתיב ואשר לא צדה ושמתי לך מקום וגו' פרט למתכוין לזרוק שתים וזרק ארבע שאינו בתורת וכי יזיד איש וגו' אלא בתורת ושמתי לך מקום וגו' לישנא אחרינא ואשר לא צדה פרט למתכוין כו' דפטור מגלות דהכי משמע שלא צדה שלא נתכוין לצדד ולזרוק אצלו ינוס פרט לזה שצדה:
395,Bava Kamma,28a,"0,0",עמך - בתמיה [כלומר] וכי [נראה] בעינים שתשובה זו הוגנת היא לישנא אחרינא עמך תהא תשובה זו שאינה כלום:
396,Bava Kamma,28a,"10,0",לא תקחו כופר לשוב וגו' - דרוש בה לשב למי שרוצה לשוב לקלקולו ולהיות עבד לישנא אחרינא לשב למי שדינו. להיות שב אל משפחתו ואינו רוצה:
397,Bava Kamma,30a,"18,1","כל המקלקלין ברה""ר - רבן שמעון בן גמליאל שמעיה לת""ק דלא קניס אלא שבחא אבל גופא לא כדקתני בברייתא בגמרא ואתא רבן שמעון בן גמליאל למימר דגוף נמי כל הקודם בו זכה. לישנא אחרינא כל המקלקלין ואפי' עושין ברשות:"
398,Bava Kamma,31a,"0,0","סליקוסתא - פסולת עיצורי תמרים שעשו מהן שכר ל""א שמרי שכר תמרים ומנגבין אותן כעין יין קרוש ומאכילין לחמורים:"
399,Bava Kamma,32b,"11,1","בסנדליה - דרב שימי הכהו על סנדלו ל""א בעט בסנדלו לרב שימי:
"
400,Bava Kamma,34a,"2,1","שאלמלא כו' - כלומר הועיל ואיכא למימר אלמלא לא הזיקו היה עומד על שמונה מאות זוז נותן לו כ""ה זוזים כשעת הנזק ולא מצי א""ל מאי אפסדתיך הא שבח טפי משום דאמר ליה ניזק אי לא אזיקתן הוי שבח וקאי על תמני מאה. ל""א שאלמלא לא הזיקו כו' ועכשיו תובע ניזק מאתים חציין של ד' מאות חצי נזק שהפסידו אינו נותן לו אלא כ""ה כשעת הנזק. וראשון עיקר:"
401,Bava Kamma,34a,"8,1","ואי כשפיטמו - ניזק לשורו צריכא למימר דיהיב לו כשעת הנזק ולא מצי א""ל מאי אפסדתיך הא האי דאשבח משום פיטומו הוא וחסר ביה ממונא. ללישנא אחרינא הכי משמע אימא רישא שבח ניזק נותן לו כשעת הנזק ותו לא ולא מצי למימר ניזק תן לי ב' מאות שאלמלא לא הזיקו כו' ואי בשפיטמו ניזק צריכא למימר דלא יהיב ליה מזיק ב' מאות האי דאשבח משום פיטומא הוא וקשיא לי הא ודאי אצטריך לאשמועינן דאשתבח דאפסדיה דאי לא אזיק הוה קאי השתא בהאי פיטומא דפטמיה על תמני מאה ולשון ראשון שמעתי ועיקר:"
402,Bava Kamma,36b,"10,0","התוקע - המכהו כנגד אזנו לשון מורי. ל""א תקיעה ממש:"
403,Bava Kamma,44a,"6,0","אם אמרת באיש ואשה - כלומר וק""ו דדרשת נמי בסיפא פריכא הוא דאם אמרת באיש ואשה כו' ל""א וכי דנין קל וחומר בן ובת שפטורין מן המצות מאיש ואשה וזה שמעתי וראשון מצאתי וכשר הוא מן האחרון דהיכי פשיטא ליה הך קולא והך חומרא דקמתמה וכי דנין כו' והא תנא אשכח חומרא בבן ובת דיפה כחן בנזקין מאיש ואשה:"
404,Bava Kamma,52a,"6,1","חייב - בעל הבור ואפילו שור שהוא פקח דאמר לקמן (בבא קמא דף נד:) במתניתא דבעל הבור פטור דאיבעי עיוני ומיזל הכא חייב שקול הכרייה ביעתתו ובגמרא פריך נימא כורה גרם ליה. ל""א לפניו מקול הכרייה בעל הבור חייב דאע""ג דאיכא למימר כורה גרם ליה וכורה גרמא בעלמא הוא דעבד דקי""ל המבעית את חבירו פטור מדיני אדם ותרוייהו ליפטרו אפ""ה בעל הבור חייב כר' נתן כדמפרש בגמ' וזה שמעתי:"
405,Bava Kamma,52a,"9,2","ושמואל אמר בכדי שיודיעוהו - אע""פ שלא בא וראהו חייב בחלקו ולא רמיא כולה אשני דהא לא גילהו דנחייביה משום פותח לשון מורי. לשון אחר עד כדי שיודיעוהו אפי' בא וראהו פטור עד שיודיעוהו. ולשון ראשון כשר:"
406,Bava Kamma,61a,"8,2","אבל נכפפת - שהרוח מטה אותה וכופה לצדדין ומפסיק השלהבת ודולגת לשון מורי. לישנא אחרינא נכפפת אש נמוכה הולכת ונסרכת בעשבים ובקסמים שעל גבי קרקע הלכך אפילו עברה דרך רה""ר רחב מאד חייב:"
407,Bava Kamma,66b,"5,1","דגזל קרבן דחבריה - שהקדיש חבירו ולעולם לפני יאוש ואיצטריך לאשמועינן דאינו עולה לרצון כלל ואפי' לבעלים הראשונים ואע""ג דלא הוה יאוש. ל""א דגזל קרבן דחבריה הלכך אפי' לאחר יאוש לא קנייה דקרבן אינו נגזל דכל היכא דאיתיה בי גזא דרחמנא איתיה:"
408,Bava Kamma,70a,"6,1","לא מפקינן מיניה - אף על גב דלא כתיב ביה אפיק לנפשך ל""א ואי תפס שליח ממון שהוציא ועיכבו לעצמו לא מפקינן מיניה. כך מצאתי כתוב בתשובות הגאונים וזה עיקר:"
409,Bava Kamma,76a,"5,1","דר' יוסי הגלילי - בפ""ק (דף יב:) הלכך לאו מכירה היא ומיהו מרשות מרה קמא אפקינהו שם הקדש וכי קא טבח לאו דמרה קא טבח ל""א בטביחה משום הכי לא מחייב דבשעת טביחה דהקדש נינהו דאמר בפ""ק דכי אמר רבי יוסי הגלילי ממון בעלים מחיים אבל לאחר טביחה לא אלא משלחן גבוה קא זכו ולא נהירא לי דבכי האי שחיטה לא אמר ר' יוסי הגלילי דמשלחן גבוה קא זכו אלא במקדש בחלקו שחלקו בקדשים דהויא התם שחיטה וזריקה והקטרת חלבים אבל בשעת טביחה אכתי ממון בעלים הם:"
410,Bava Kamma,79a,"6,0","נתנו - בעליו לבכורות בנו לכהן בה' סלעים של פדיון הבן. ל""א נתנו גנב לבכורות בנו ונתנו לו שם במקום שגנבו לשומר חנם ולשואל:"
411,Bava Kamma,79a,"6,2",פטור - הגנב מכלום ולשון אחרינא עיקר האי חייב אגנב קאי דמחייב גנב בקנין שלוחיו דאי בנותנו בעליו מאי חייב נהי דשואל מצי למימר חייב באונסין אלא שאר שומרים מי חייבי במתה כדרכה ועוד לגבי כהן ובעל חוב מאי חייב ופטור איכא הפסיד ולא הפסיד מבעי ליה:
412,Bava Kamma,80a,"10,1","כלבים כופריים - קטנים וננסים הם ל""א כלבים גדולים של ציידים ואין מזיקין:"
413,Bava Kamma,80a,"13,2",מכי אתא רב לבבל - רבו מתיישבין שם מפני ישיבתו לישנא אחרינא הוא בא ולמדנו להזהר בכך שראה שם רוב ישראל וישוב קבוע:
414,Bava Kamma,81a,"8,3","ולא מחודו - מענפין גדולים וגסין כאילן גמור. ל""א מחובו של אילן ממחבואתו מקום שיש ענפין הרבה דהיינו באמצע גבהו ולא מחודו מלמעלה ענף האמצעי שהוא עליון ועיקר האילן מתשובות הגאונים:"
415,Bava Kamma,83a,"2,1","מדרכי האמורי - שמספרים מלפניהם ומשיירין בלורית מאחריהן ל""א דרך רומיים לגלח שער שלמעלה מן האוזן בתשובת הגאונים:"
416,Bava Kamma,83a,"7,0","ניבי - ינייבי""ש ל""א ארבע שיני הכלב הארוכות שבהן נושך כך שמעתי (חולין דף נט.) (בבכורות):"
417,Bava Kamma,87b,"5,1","סחר - סבב ואכול חזור על הפתחים. ל""א סחר סבב לפתחי העיר:"
418,Bava Kamma,90a,"12,0","מתני' התוקע לחבירו - הכהו על אזנו לשון מורי. ל""א תוקע ממש:"
419,Bava Kamma,92a,"1,3","מקורייהו - מקור שלהן ועיקרן ל""א הבא לי קור שהוא רך לאכול וגדל סביב שרשיו כלומר כלה עיקרם מפני שמפסיד ונאכל את הקור:"
420,Bava Kamma,92b,"10,0","גללי - אבנים לשון מורי. ל""א גללים ממש וראשון ישר דגללים ממש אורחיה הוא:"
421,Bava Kamma,97b,"1,1","כוזביות - מטבע של בן כוזיבא וירושלמיות הוו וה""ג כוזביות ירושלמיות או של מלכים הראשונים וכוזביות וירושלמיות לא נפקי כלל ל""א כוזביות של כזיב וה""ג כוזביות או ירושלמיות או של מלכים הראשונים:"
422,Bava Kamma,104a,"6,1",ושכירו - נשכר עמו ליום ולחדש ולשנה ולשבת. לישנא אחרינא לקיטו לוקט תבואתו:
423,Bava Kamma,104b,"3,0","אסיפא דביתיה - מפתן ביתו דמחובר לקרקע הוא וכקרקע הוא כך שמעתי. ל""א סיפא דביתיה סוף בית הקנה לו זוית אחת:"
424,Bava Kamma,109b,"3,0",הרי כאן שנים - תרי השבות כתיב להשיב המושב. לישנא אחרינא תרי אשמות כתיבי להשיב האשם האשם המושב:
425,Bava Kamma,109b,"15,1",אם היה בעל מום - ראוי לאכול ואין ראוי להקריב אין יכול לעשות שליח להקרבה מי שירצה אלא נותנה לבני המשמר והואיל והוא ראוי לאכילה קרינן ביה ואיש את קדשיו לפיכך עבודה ועורה שלו. לשון אחר גרסינן עבודה ועורה לאנשי משמר כיון דהם הקריבוהו:
426,Bava Kamma,112a,"3,1","מאן דמתני לה אמתניתין אבל אברייתא רמי בר חמא - משום טעמא דקרא מתני לה כרבא. ל""א איפכא גרסינן מאן דמתני לה אמתני' כ""ש אברייתא דמתניתין איכא לאוקמא בשאכלום אבל ברייתא קתני שיודעין שהן של רבית אלמא דקיימי בעין וקתני פטורים דרשות יורש כרשות לוקח ומאן דמתני לה אברייתא אבל אמתניתין רמי בר חמא בשאכלום מתני לה כרבא וראשון שמעתיו ועיקר:"
427,Bava Kamma,112b,"1,0",שתקף בעבדיו - שלקח עבדיו עמו שיסייעוהו [לישנא אחרינא שתקף בעבדיו ואמר שלי הן]:
428,Bava Kamma,114a,"0,3",חד אמומתא שדו ליה - על פי עד אחד אין מוציאין ממון אבל מחייבין בעל דין שבועה להכחיש העד כדין תורה לשון אחר דמגוזתא אנסין בחזקה כמו אתו גוזאי וקא מחו ליה (מגילה כח.) סריסים (של בית רבי) העומדין לרדות בחזקה:
429,Bava Kamma,114a,"9,1",אמרי מימר - צא ותן לו ואין חובטין במקלות לשון אחר דאמרי לנגזל מי יימר כדקאמרת הבא עדים שגנבו ממך:
430,Bava Kamma,116b,"0,0","דורמסקנין - פרושים לשון מורי. לשון אחר אדרופיי""ש ועשב הוא הנאכל בשלקות קדירה:"
431,Bava Kamma,117b,"9,2",מלח ליה - דחפו לחמור והשליכו למים לשון אחר מלח ליה כמו המלחים (יונה א) התחיל המלח להציל הספינה ודחפו והשליכו:
432,Bava Kamma,118b,"14,1","ועגלים - הרועים בשרון ברחבה לעין כל מאחר שמוכרין בפרהסיא לא גנבום. ל""א שרון שם מקום ומקום גידול עגלים הוא ולוקחין עגלים בזול ומגדלין אותן ושלהן הן לשון זה עיקר דתניא במנחות בפרק כל קרבנות (מנחות דף פז.) אילים ממואב וכבשים מחברון עגלים משרון:"
433,Bava Kamma,119a,"7,0",תקיל ושקיל - לנפשיה מדקדק בחלוקה ואינו מוותר מחלקו כלום לשון אחר מחצה היה נוטל ודרך שאר האריסין ליטול שליש:
434,Bava Kamma,119a,"19,0","והבדדין - בעלי בית הבד שתגרין הן בשמן לוקחין מן נשיהם זיתים ושמן במדה כלומר דרך מכירה בפרהסיא ודבר מרובה דאין יכולה לגנוב כל זאת ולעשות בצינעא אבל לא במועט דגנבתו ויכולה לעשות בצינעא ולא ירגיש בעלה ל""א במועט במעטן שנטלתן מן המעטן ואין דרך למוכרן כך:"
435,Bava Metzia,40b,"2,1",דמי ברזנייתא - שנותן דמים לחנווני למוכרן ומוציאן ומכריז עליו בחוצות. כרזנייתא לשון כרזא לשון אחר אומנות יש בנקיבת ברזא בחבית של חרס וצריך ליתן שכר:
436,Bava Metzia,49b,"2,2","א""נ שמא תפול כו' - לא גרס ליה אלא לישנא אחרינא הוא והיא היא:
"
437,Bava Metzia,63b,"3,0",חטי דקדחי באכלבאי - בתמיה וכי אם הנחתי חטים שלי באוצרי כלום היו גשמים יורדים עליהן שיהיו צומחות בהן צמחים להתקלקל לישנא אחרינא דקדחי לשון חמימות כמו (ישעיהו סד) כקדח אש:
438,Bava Metzia,84a,"3,3",כי כאיש גבורתו - אבר תשמיש. לשון אחר שלהן גדול תאוה של אשה מרובה משל איש:
439,Bava Metzia,84b,"6,0","רשעה זו - מלכות הרשעה שמינתהו תופש גנבים ולא בא לבית המדרש תמיד להראות לו הנשים את דמן ל""א על אשתו שעיכבתו מלבא לבית המדרש שנים רבות:"
440,Bava Metzia,86b,"5,1",פטניתא - המפטמת בבית לשון אחר בטניתא בעלת כרס:
441,Bava Metzia,102b,"1,2",יחלוקו - דלא ידעינן אי תפוס לשון ראשון או לשון אחרון:
442,Bava Metzia,102b,"4,1",ואם אמר מאה מעי אסתירא - חייב לו אסתירא תפוס לשון אחרון:
443,Bava Metzia,102b,"5,0","אי מהתם - הוה אמינא טעמא לאו משום דאית ליה תפוס לשון אחרון אלא דהאי כוליה לשון חד אלא פרושי קמפרש סלע גדול שהוא שוה מאה פרוטות וכי אמר מאה מעי אסתירא הכי א""ל מאה פרוטות רעות שאינן שוות אלא סלע אסתירא סלע מדינה והוא חצי דינר שהוא שמיני שבסלע צורי כדאמרינן בהחובל (ב""ק צ.) בהתוקע לחבירו משלם לו סלע והוא חצי דינר וחצי דינר צ""ו פרוטות שהפרוטה. אחד משמונה באיסר וחצי דינר שלש מעה כסף שהן ששה פונדיונין ופונדיון שני איסרין הרי י""ב איסרין לחצי דינר תן לכל איסר ח' פרוטות הרי צ""ו וכי אמר ליה אסתירא מאה מעי סלע שהוא יותר ארבע פרוטות קאמר ליה דסתם מעות פרוטות נינהו אי לא פירש מעות כסף ואי אפשר לומר דמאה מעות כסף קאמר שאין לך סלע כזה שאפילו סלע צורי אינו אלא כ""ד מעות:"
444,Bava Metzia,102b,"6,1","בבא לבית דין באמצע החדש - ואמר לו צא מביתי או תן לי שכר חדש זה וכי מספקא לן איזהו לשון נתפיס אמרינן העמד ממון על חזקתו ומה שדר בה כבר לא מפקינן מיניה ודלמא לשון אחרון אית לן למיתפס ומה שלא עבר מן החדש או יצא או יתן לו שכרו העמד קרקע על חזקתה בחזקת בעליה:
"
